Código;Especificação;Cod. Aplicação;Fonte STN;Fonte de Recurso;Prev. Inicial;Prev. Atualizada;Arrec. Período;Arrec. Total
1215.03.0.1.00;CONTRIB.SERV.CIVIL-PARCELAMENTOS-PRINCIPAL;;;;50.000,00;50.000,00;0,00;0,00
1215.03.0.1.00;CONTRIB.SERV.CIVIL-PARCELAMENTOS-PRINCIPAL;999.000;1.800 1111;1.800.03 1111;50.000,00;50.000,00;0,00;0,00
1215.03.0.2.00;CONTRIB.SERV.CIVIL-PARCELAMENTOS-MULTAS JUROS;;;;10.000,00;10.000,00;0,00;0,00
1215.03.0.2.00;CONTRIB.SERV.CIVIL-PARCELAMENTOS-MULTAS JUROS;999.000;1.800 1111;1.800.03 1111;10.000,00;10.000,00;0,00;0,00
1240.00.0.0.00;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;;;;553.000,00;553.000,00;407.757,48;407.757,48
1241.00.0.0.00;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;;;;553.000,00;553.000,00;407.757,48;407.757,48
1241.50.0.1.00;CONTRIB.SERV.ILUMINAÇÃO PÚBLICA-PRINCIPAL;;;;553.000,00;553.000,00;407.757,48;407.757,48
1241.50.0.1.00;CONTRIB.SERV.ILUMINAÇÃO PÚBLICA-PRINCIPAL;999.000;1.751 0;1.751.00 9999;553.000,00;553.000,00;407.757,48;407.757,48
1300.00.0.0.00;RECEITA PATRIMONIAL;;;;1.281.697,37;1.281.697,37;1.410.844,89;1.410.844,89
1320.00.0.0.00;VALORES MOBILIÁRIOS;;;;1.281.697,37;1.281.697,37;1.410.844,89;1.410.844,89
1321.00.0.0.00;JUROS E CORREÇÕES MONETÁRIAS;;;;1.281.697,37;1.281.697,37;1.410.844,89;1.410.844,89
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;;;;1.131.697,37;1.131.697,37;414.451,67;414.451,67
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;300.000,00;300.000,00;71.545,46;71.545,46
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;10.350,00;10.350,00;4.842,45;4.842,45
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.600 0;1.600.02 9999;150.000,00;150.000,00;40.387,73;40.387,73
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.540 0;1.540.01 9999;100.000,00;100.000,00;100.544,37;100.544,37
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.660 0;1.660.04 9999;25.500,00;25.500,00;4.616,50;4.616,50
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.621 0;1.621.02 9999;15.000,00;15.000,00;795,68;795,68
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;10.400,50;10.400,50;541,14;541,14
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;10.440,00;10.440,00;14,44;14,44
1321.01.0.1.01;REMUNERAçãO DE DEPóSITOS BANCáRIOS - CONVÊNIO FED;999.000;1.700 0;1.700.05 9999;290.000,00;290.000,00;121.870,77;121.870,77
1321.01.0.1.02;REMUNERAçãO DE DEPóSITOS BANCáRIOS - QSE;999.000;1.550 0;1.550.01 9999;45.000,00;45.000,00;6.458,64;6.458,64
1321.01.0.1.03;REMUNERAçãO DE DEPóSITOS BANCáRIOS - PNAE;999.000;1.552 0;1.552.01 9999;1.050,00;1.050,00;1.677,54;1.677,54
1321.01.0.1.04;REMUNERAçãO DE DEPóSITOS BANCáRIOS - PNATE;999.000;1.553 0;1.553.01 9999;800,00;800,00;1.036,57;1.036,57
1321.01.0.1.05;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FNDE;999.000;1.569 0;1.569.01 9999;8.700,00;8.700,00;3.669,25;3.669,25
1321.01.0.1.06;REMUNERAçãO DE DEPóSITOS BANCáRIOS - EDUC ESTADO;999.000;1.576 0;1.576.01 9999;26.000,00;26.000,00;4.810,45;4.810,45
1321.01.0.1.07;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FEP;999.000;1.720 0;1.720.00 9999;8.100,00;8.100,00;1.862,27;1.862,27
1321.01.0.1.08;REMUNERAçãO DE DEPóSITOS BANCáRIOS - CIDE;999.000;1.750 0;1.750.00 9999;130,00;130,00;192,33;192,33
1321.01.0.1.09;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FUS;300.000;1.500 1002;1.500.00 9999;14.000,00;14.000,00;9.381,44;9.381,44
1321.01.0.1.10;REMUNERAçãO DE DEPóSITOS BANCáRIOS - SAÚDE ESTADO;999.000;1.621 0;1.621.02 9999;25.000,00;25.000,00;1.670,35;1.670,35
1321.01.0.1.11;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FMAS;999.000;1.500 0;1.500.00 9999;11.300,00;11.300,00;1.512,11;1.512,11
1321.01.0.1.12;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - ESTADO;999.000;1.661 0;1.661.04 9999;1.000,00;1.000,00;805,22;805,22
1321.01.0.1.13;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PDDE;999.000;1.551 0;1.551.01 9999;610,00;610,00;0,28;0,28
1321.01.0.1.14;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - INVESTIMENTO;999.000;1.601 0;1.601.02 9999;27.500,00;27.500,00;4.323,00;4.323,00
1321.01.0.1.15;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - DEMAIS SETORES CULTURA;999.000;1.716 0;1.716.05 9999;500,00;500,00;0,00;0,00
1321.01.0.1.16;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - AUDIOVISUAL CULTURA;999.000;1.715 0;1.715.05 9999;500,00;500,00;0,00;0,00
1321.01.0.1.17;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PISO ENFERMAGEM;999.000;1.605 0;1.605.02 9999;2.000,00;2.000,00;7.604,64;7.604,64
1321.01.0.1.18;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - CONV SAÚDE ESTADO;999.000;1.632 0;1.632.02 9999;47.816,87;47.816,87;0,00;0,00
1321.01.0.1.19;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - CFM;999.000;1.708 0;1.708.00 9999;0,00;0,00;7,68;7,68
1321.01.0.1.20;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - EMENDA BANCADA;999.000;1.600 3120;1.600.02 3120;0,00;0,00;5.952,97;5.952,97
1321.01.0.1.21;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - TRANSF ESP EMENDA INDI;999.000;1.706 3110;1.706.05 7001;0,00;0,00;13.471,75;13.471,75
1321.01.0.1.22;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - EMENDA COMISSÃO;999.000;1.600 3130;1.600.02 3130;0,00;0,00;4.856,35;4.856,35
1321.01.0.1.23;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - EMENDA INDIVIDUAL;999.000;1.600 3110;1.600.02 7000;0,00;0,00;0,29;0,29
1321.04.0.1.00;REMUNERAÇÃO RECURSOS RPPS-PRINCIPAL;;;;150.000,00;150.000,00;996.393,22;996.393,22
1321.04.0.1.00;REMUNERAÇÃO RECURSOS RPPS-PRINCIPAL;999.000;1.800 1111;1.800.03 1111;150.000,00;150.000,00;996.393,22;996.393,22
1700.00.0.0.00;TRANSFERÊNCIAS CORRENTES;;;;52.412.977,00;52.595.685,70;50.236.080,82;50.236.080,82
1710.00.0.0.00;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;;;;36.715.827,00;36.898.535,70;35.649.064,08;35.649.064,08
1711.00.0.0.00;TRANSFERÊNCIAS DECORRENTES PARTICIPAÇÃO RECEITA UNIÃO;;;;19.850.000,00;19.850.000,00;16.886.012,97;16.886.012,97
1711.51.1.1.00;COTA-PARTE DO FPM- COTA MENSAL - PRINCIPAL;;;;18.000.000,00;18.000.000,00;15.030.712,91;15.030.712,91
1711.51.1.1.00;COTA-PARTE DO FPM- COTA MENSAL - PRINCIPAL;999.000;1.500 0;1.500.00 9999;18.000.000,00;18.000.000,00;15.030.712,91;15.030.712,91
1711.51.2.1.00;COTA-PARTE DO FPM- COTAS EXTRAORDINARIAS - PRINCIPAL;;;;1.800.000,00;1.800.000,00;1.852.388,34;1.852.388,34
1711.51.2.1.00;COTA-PARTE DO FPM- COTAS EXTRAORDINARIAS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;1.800.000,00;1.800.000,00;1.852.388,34;1.852.388,34
1711.52.0.1.00;COTA-PARTE DO IMP. PROPRIED.TERRIT.RURAL - PRINCIPAL;;;;50.000,00;50.000,00;2.911,72;2.911,72
1711.52.0.1.00;COTA-PARTE DO IMP. PROPRIED.TERRIT.RURAL - PRINCIPAL;999.000;1.500 0;1.500.00 9999;50.000,00;50.000,00;2.911,72;2.911,72
1712.00.0.0.00;TRANSF.COMPENS.FINANC.EXPL.RECURSOS NATURAIS;;;;325.000,00;325.000,00;290.992,60;290.992,60
1712.52.4.1.00;COTA - PARTE FEP– PRINCIPAL;;;;325.000,00;325.000,00;290.992,60;290.992,60
1712.52.4.1.00;COTA - PARTE FEP– PRINCIPAL;999.000;1.720 0;1.720.00 9999;325.000,00;325.000,00;290.992,60;290.992,60
1713.00.0.0.00;TRANSFERÊNCIAS RECURSOS SISTEMA ÚNICO SAÚDE – SUS ;;;;6.152.450,00;6.152.450,00;6.543.514,38;6.543.514,38
1713.50.1.1.00;TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-PRINCIPAL;;;;5.398.000,00;4.900.000,00;5.820.884,21;5.820.884,21
1713.50.1.1.00;TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-PRINCIPAL;999.000;1.600 0;1.600.02 9999;4.000.000,00;4.000.000,00;2.736.592,21;2.736.592,21
1713.50.1.1.02;TRANSF. DE RECURSOS DO BL. DE MANUT. DA ATENÇÃO BÁSICA - ACS;999.000;1.604 0;1.604.02 9999;900.000,00;900.000,00;749.892,00;749.892,00
1713.50.1.1.03;COMPLEMENTO UNIÃO - PISO ENFERMAGEM;999.000;1.605 0;1.605.02 9999;498.000,00;0,00;0,00;0,00
1713.50.1.1.04;TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-EMENDA INDIVIDUAL;999.000;1.600 3110;1.600.02 7000;0,00;0,00;700.000,00;700.000,00
1713.50.1.1.05;TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-EMENDA BANCADA;999.000;1.600 3120;1.600.02 3120;0,00;0,00;684.400,00;684.400,00
1713.50.1.1.06;TRANS.SUS-BLOCO MANUT.ATEN.PRIMÁRIA-PRINCIPAL DE COMISSÃO;999.000;1.600 3130;1.600.02 3130;0,00;0,00;950.000,00;950.000,00
1713.50.3.1.00;TRANS.SUS-BLOCO MANUT-VIGILÂNCIA SAÚDE-PRINCIPAL;;;;252.500,00;252.500,00;169.782,53;169.782,53
1713.50.3.1.00;TRANS.SUS-BLOCO MANUT-VIGILÂNCIA SAÚDE-PRINCIPAL;999.000;1.600 0;1.600.02 9999;152.500,00;152.500,00;51.378,53;51.378,53
1713.50.3.1.01;TRANS.SUS-BLOCO MANUT-VIGILÂNCIA SAÚDE- AG. ENDEMIAS;999.000;1.604 0;1.604.02 9999;100.000,00;100.000,00;118.404,00;118.404,00
1713.50.4.1.00;TRANS.SUS- BLOCO MANUT.-ASSIST.FARMAC.-PRINCIPAL;;;;151.950,00;151.950,00;80.162,40;80.162,40
1713.50.4.1.00;TRANS.SUS- BLOCO MANUT.-ASSIST.FARMAC.-PRINCIPAL;999.000;1.600 0;1.600.02 9999;151.950,00;151.950,00;80.162,40;80.162,40
1713.50.5.1.00;TRANS.SUS- BLOCO MANUT.-GESTÃO SUS-PRINCIPAL;;;;0,00;498.000,00;472.685,24;472.685,24
1713.50.5.1.00;TRANS.SUS- BLOCO MANUT.-GESTÃO SUS-PRINCIPAL;999.000;1.605 0;1.605.02 9999;0,00;498.000,00;472.685,24;472.685,24
1713.50.9.1.00;TRANS.SUS-BLOCO MANUT.-OUTROS PROGR.-PRINCIPAL;;;;350.000,00;350.000,00;0,00;0,00
1713.50.9.1.00;TRANS.SUS-BLOCO MANUT.-OUTROS PROGR.-PRINCIPAL;999.000;1.600 0;1.600.02 9999;350.000,00;350.000,00;0,00;0,00
1714.00.0.0.00;TRANSF.RECURSOS FUNDO NAC.DESENVOLVIMENTO EDUCAÇÃO-FNDE  ;;;;1.828.500,00;1.828.500,00;1.215.467,75;1.215.467,75
1714.50.0.1.00;TRANSF.SALÁRIO-EDUCAÇÃO– PRINCIPAL;;;;700.000,00;700.000,00;796.791,32;796.791,32
1714.50.0.1.00;TRANSF.SALÁRIO-EDUCAÇÃO– PRINCIPAL;999.000;1.550 0;1.550.01 9999;700.000,00;700.000,00;796.791,32;796.791,32
1714.52.0.1.00;TRANSF.PROGR.NAC. ALIMEN.ESCOLA-PNAE-PRINCIPAL;;;;400.000,00;400.000,00;327.758,00;327.758,00
1714.52.0.1.00;TRANSF.PROGR.NAC. ALIMEN.ESCOLA-PNAE-PRINCIPAL;999.000;1.552 0;1.552.01 9999;400.000,00;400.000,00;327.758,00;327.758,00
1714.53.0.1.00;TRANSF.PROG.NAC.TRANSP.ESCOLAR-PNATE-PRINCIPAL;;;;250.000,00;250.000,00;87.418,43;87.418,43
1714.53.0.1.00;TRANSF.PROG.NAC.TRANSP.ESCOLAR-PNATE-PRINCIPAL;999.000;1.553 0;1.553.01 9999;250.000,00;250.000,00;87.418,43;87.418,43
1714.99.0.1.00;OUTRAS TRANSF. FNDE- PRINCIPAL;;;;478.500,00;478.500,00;3.500,00;3.500,00
1714.99.0.1.00;OUTRAS TRANSF. FNDE- PRINCIPAL;999.000;1.569 0;1.569.01 9999;478.500,00;478.500,00;3.500,00;3.500,00
1715.00.0.0.00;TRANSFERÊNCIAS  COMPLEMENTAÇÃO DA UNIÃO -FUNDEB ;;;;6.810.000,00;6.992.708,70;9.976.192,78;9.976.192,78
1715.50.0.1.00;TRANSF.COMP.UNIÃO FUNDEB-VAAT-PRINCIPAL;;;;4.200.000,00;4.200.000,00;5.748.065,68;5.748.065,68
1715.50.0.1.00;TRANSF.COMP.UNIÃO FUNDEB-VAAT-PRINCIPAL;230.000;1.542 0;1.542.01 9999;4.200.000,00;4.200.000,00;5.748.065,68;5.748.065,68
1715.51.0.1.00;TRANSF.COMP.UNIÃO FUNDEB-VAAF-PRINCIPAL;;;;2.260.000,00;2.260.000,00;3.382.931,33;3.382.931,33
1715.51.0.1.00;TRANSF.COMP.UNIÃO FUNDEB-VAAF-PRINCIPAL;999.000;1.541 0;1.541.01 9999;2.260.000,00;2.260.000,00;3.382.931,33;3.382.931,33
1715.52.0.1.00;TRANSF.COMP.UNIÃO FUNDEB-VAAR-PRINCIPAL;;;;350.000,00;360.000,00;672.487,07;672.487,07
1715.52.0.1.00;TRANSF.COMP.UNIÃO FUNDEB-VAAR-PRINCIPAL;999.000;1.543 0;1.543.01 9999;350.000,00;360.000,00;672.487,07;672.487,07
1715.53.0.1.00;TRANSF. RECUR.FUNDEB DEST.CRIAÇÃO MATRICULAS ETI-PRINCIPAL;;;;0,00;172.708,70;172.708,70;172.708,70
1715.53.0.1.01;TRANSF. RECUR.FUNDEB DEST.CRIAÇÃO MATRICULAS ETI-PRINCIPAL;999.000;1.546 0;1.546.01 9999;0,00;172.708,70;172.708,70;172.708,70
1716.00.0.0.00;TRANSF.RECURSOS FUNDO NACIONAL ASSISTÊNCIA SOCIAL-FNAS;;;;862.877,00;862.877,00;721.321,16;721.321,16
1716.50.0.1.00;TRANSF.RECUR.-FNAS-PRINCIPAL;;;;862.877,00;862.877,00;721.321,16;721.321,16
1716.50.0.1.00;TRANSF.RECUR.-FNAS-PRINCIPAL;999.000;1.660 0;1.660.04 9999;862.877,00;862.877,00;721.321,16;721.321,16
1717.00.0.0.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES;;;;308.000,00;308.000,00;0,00;0,00
1717.99.0.1.00;OUTRAS TRANSF.CONV.UNIÃO ENTIDADES-PRINCIPAL;;;;308.000,00;308.000,00;0,00;0,00
1717.99.0.1.00;OUTRAS TRANSF.CONV.UNIÃO ENTIDADES-PRINCIPAL;999.000;1.700 0;1.700.05 9999;308.000,00;308.000,00;0,00;0,00
1719.00.0.0.00;OUTRAS TRANSFERÊNCIAS RECURSOS UNIÃO E DE SUAS ENTIDADES;;;;579.000,00;579.000,00;15.562,44;15.562,44
1719.99.0.1.00;OUTRAS TRANSF.RECUR.UNIÃO ENTID.-PRINCIPAL;;;;579.000,00;579.000,00;15.562,44;15.562,44
1719.99.0.1.00;OUTRAS TRANSF.RECUR.UNIÃO ENTID.-PRINCIPAL;999.000;1.500 0;1.500.00 9999;500.000,00;500.000,00;15.501,36;15.501,36
1719.99.0.1.01;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO;999.000;1.715 0;1.715.05 9999;9.500,00;9.500,00;0,00;0,00
1719.99.0.1.02;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO;999.000;1.716 0;1.716.05 9999;9.500,00;9.500,00;0,00;0,00
1719.99.0.1.03;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO;999.000;1.719 0;1.719.05 9999;60.000,00;60.000,00;61,08;61,08
1720.00.0.0.00;TRANSFERÊNCIAS ESTADOS  DISTRITO FEDERAL E DE SUAS ENTIDADES;;;;7.197.150,00;7.197.150,00;5.091.145,50;5.091.145,50
1721.00.0.0.00;PARTICIPAÇÃO NA RECEITA DOS ESTADOS E DISTRITO FEDERAL;;;;5.446.850,00;5.446.850,00;4.214.484,92;4.214.484,92
1721.50.0.1.00;COTA-PARTE DO ICMS – PRINCIPAL;;;;4.482.850,00;4.482.850,00;3.664.471,70;3.664.471,70
1721.50.0.1.00;COTA-PARTE DO ICMS – PRINCIPAL;999.000;1.500 0;1.500.00 9999;4.482.850,00;4.482.850,00;3.664.471,70;3.664.471,70
1721.51.0.1.00;COTA-PARTE DO IPVA – PRINCIPAL;;;;950.000,00;950.000,00;534.606,83;534.606,83
1721.51.0.1.00;COTA-PARTE DO IPVA – PRINCIPAL;999.000;1.500 0;1.500.00 9999;950.000,00;950.000,00;534.606,83;534.606,83
1721.52.0.1.00;COTA-PARTE DO IPI – MUNICÍPIOS – PRINCIPAL;;;;4.000,00;4.000,00;485,05;485,05
1721.52.0.1.00;COTA-PARTE DO IPI – MUNICÍPIOS – PRINCIPAL;999.000;1.500 0;1.500.00 9999;4.000,00;4.000,00;485,05;485,05
1721.53.0.1.00;COTA-PARTE-CIDE-PRINCIPAL;;;;10.000,00;10.000,00;14.921,34;14.921,34
1721.53.0.1.00;COTA-PARTE-CIDE-PRINCIPAL;999.000;1.750 0;1.750.00 9999;10.000,00;10.000,00;14.921,34;14.921,34
1723.00.0.0.00;TRANSFERÊNCIAS RECURSOS SISTEMA ÚNICO SAÚDE – SUS;;;;1.215.300,00;1.215.300,00;347.097,81;347.097,81
1723.50.0.1.00;TRANSF.RECURSOS-SUS-PRINCIPAL;;;;1.215.300,00;1.215.300,00;347.097,81;347.097,81
1723.50.0.1.00;TRANSF.RECURSOS-SUS-PRINCIPAL;999.000;1.621 0;1.621.02 9999;600.000,00;600.000,00;270.644,74;270.644,74
1723.50.0.1.00;TRANSF.RECURSOS-SUS-PRINCIPAL;999.000;1.621 0;1.621.02 9999;615.300,00;615.300,00;76.453,07;76.453,07
1729.00.0.0.00;OUTRAS TRANSFERÊNCIAS DOS ESTADOS E DISTRITO FEDERAL;;;;535.000,00;535.000,00;529.562,77;529.562,77
1729.51.0.1.00;TRANSF.ESTADOS  ASSIST.SOCIAL-PRINCIPAL;;;;35.000,00;35.000,00;45.000,00;45.000,00
1729.51.0.1.00;TRANSF.ESTADOS  ASSIST.SOCIAL-PRINCIPAL;999.000;1.661 0;1.661.04 9999;35.000,00;35.000,00;45.000,00;45.000,00
1729.52.0.1.00;TRANSF.RECURSOS PROGR.EDUCAÇÃO-PRINCIPAL;;;;500.000,00;500.000,00;484.562,77;484.562,77
1729.52.0.1.00;TRANSF.RECURSOS PROGR.EDUCAÇÃO-PRINCIPAL;999.000;1.576 0;1.576.01 9999;500.000,00;500.000,00;484.562,77;484.562,77
1750.00.0.0.00;TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS;;;;8.500.000,00;8.500.000,00;9.495.871,24;9.495.871,24
1751.00.0.0.00;TRANSF.RECURSOS FUNDO MANUTENÇÃO DESENVOL.EDUCAÇÃO-FUNDEB;;;;8.500.000,00;8.500.000,00;9.495.871,24;9.495.871,24
1751.50.0.1.00;TRANSF.RECURSOS FUNDEB-PRINCIPAL;;;;8.500.000,00;8.500.000,00;9.495.871,24;9.495.871,24
