Código;Especificação;Cod. Aplicação;Fonte STN;Fonte de Recurso;Prev. Inicial;Prev. Atualizada;Arrec. Período;Arrec. Total
1215.01.3.1.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL;;;;30.000,00;30.000,00;0,00;0,00
1215.01.3.1.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
1215.01.3.2.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PENSIONISTAS - MULTAS E JUR;;;;5.000,00;5.000,00;0,00;0,00
1215.01.3.2.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PENSIONISTAS - MULTAS E JUR;999.000;1.800 1111;1.800.03 1111;5.000,00;5.000,00;0,00;0,00
1215.03.0.1.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PARCELAMENTOS - PRINCIPAL;;;;50.000,00;50.000,00;7.308,36;7.308,36
1215.03.0.1.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PARCELAMENTOS - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;50.000,00;50.000,00;7.308,36;7.308,36
1215.03.0.2.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PARCELAMENTOS - MULTAS E JU;;;;10.000,00;10.000,00;0,00;0,00
1215.03.0.2.00;CONTRIBUIÇÃO DO SERVIDOR CIVIL - PARCELAMENTOS - MULTAS E JU;999.000;1.800 1111;1.800.03 1111;10.000,00;10.000,00;0,00;0,00
1240.00.0.0.00;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;;;;280.000,00;326.283,20;326.283,20;326.283,20
1241.00.0.0.00;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;;;;280.000,00;326.283,20;326.283,20;326.283,20
1241.50.0.1.00;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;;;;280.000,00;326.283,20;326.283,20;326.283,20
1241.50.0.1.00;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;999.000;1.751 0;1.751.00 9999;280.000,00;326.283,20;326.283,20;326.283,20
1300.00.0.0.00;RECEITA PATRIMONIAL;;;;284.959,00;764.409,19;803.389,87;803.389,87
1320.00.0.0.00;VALORES MOBILIÁRIOS;;;;284.959,00;764.409,19;803.389,87;803.389,87
1321.00.0.0.00;JUROS E CORREÇÕES MONETÁRIAS;;;;284.959,00;764.409,19;803.389,87;803.389,87
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;;;;134.959,00;174.524,68;156.223,09;156.223,09
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;51.000,00;27.307,19;27.307,19;27.307,19
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;350,00;764,88;1.373,68;1.373,68
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.600 0;1.600.02 9999;20.000,00;20.000,00;11.340,02;11.340,02
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.540 0;1.540.01 9999;38.549,00;38.549,00;29.068,32;29.068,32
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.660 0;1.660.04 9999;2.000,00;3.506,91;3.506,91;3.506,91
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.621 0;1.621.02 9999;850,00;850,00;634,43;634,43
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;350,00;427,54;427,54;427,54
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;30,00;30,00;10,80;10,80
1321.01.0.1.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;999.000;1.715 0;1.715.05 9999;0,00;1.837,45;1.837,45;1.837,45
1321.01.0.1.01;REMUNERAçãO DE DEPóSITOS BANCáRIOS - CONVÊNIO FED;999.000;1.700 0;1.700.05 9999;3.000,00;44.952,60;44.952,60;44.952,60
1321.01.0.1.02;REMUNERAçãO DE DEPóSITOS BANCáRIOS - QSE;999.000;1.550 0;1.550.01 9999;460,00;461,53;461,53;461,53
1321.01.0.1.03;REMUNERAçãO DE DEPóSITOS BANCáRIOS - PNAE;999.000;1.552 0;1.552.01 9999;790,00;1.402,30;1.402,30;1.402,30
1321.01.0.1.04;REMUNERAçãO DE DEPóSITOS BANCáRIOS - PNATE;999.000;1.553 0;1.553.01 9999;1.400,00;1.757,04;1.757,04;1.757,04
1321.01.0.1.05;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FNDE;999.000;1.569 0;1.569.01 9999;5.000,00;4.649,37;4.649,37;4.649,37
1321.01.0.1.06;REMUNERAçãO DE DEPóSITOS BANCáRIOS - EDUC ESTADO;999.000;1.576 0;1.576.01 9999;750,00;2.468,89;2.468,89;2.468,89
1321.01.0.1.07;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FEP;999.000;1.704 0;1.704.00 9999;1.300,00;1.038,10;1.038,10;1.038,10
1321.01.0.1.08;REMUNERAçãO DE DEPóSITOS BANCáRIOS - CIDE;999.000;1.750 0;1.750.05 9999;130,00;142,68;142,68;142,68
1321.01.0.1.09;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FUS;300.000;1.500 0;1.500.00 9999;4.200,00;4.551,40;4.551,40;4.551,40
1321.01.0.1.10;REMUNERAçãO DE DEPóSITOS BANCáRIOS - SAÚDE ESTADO;999.000;1.621 0;1.621.02 9999;3.800,00;3.800,00;3.265,04;3.265,04
1321.01.0.1.11;REMUNERAçãO DE DEPóSITOS BANCáRIOS - FMAS;999.000;1.500 0;1.500.00 9999;1.000,00;1.152,93;1.152,93;1.152,93
1321.01.0.1.12;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - ESTADO;999.000;1.661 0;1.661.04 9999;0,00;5.315,39;5.315,39;5.315,39
1321.01.0.1.13;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PDDE;999.000;1.551 0;1.551.01 9999;0,00;0,21;0,21;0,21
1321.01.0.1.14;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - INVESTIMENTO;999.000;1.601 0;1.601.02 9999;0,00;1.842,06;1.842,06;1.842,06
1321.01.0.1.15;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS -  LEI PAULO GUSTAVO;999.000;1.716 0;1.716.05 9999;0,00;687,11;687,11;687,11
1321.01.0.1.16;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - EMENDA;999.000;1.660 0;1.660.04 3120;0,00;5.908,10;5.908,10;5.908,10
1321.01.0.1.18;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PISO ENFERMAGEM;999.000;1.605 0;1.605.02 9999;0,00;1.122,00;1.122,00;1.122,00
1321.04.0.1.00;REMUNERAÇÃO DOS RECURSOS DO REGIME PRÓPRIO DE PREVIDÊNCIA SO;;;;150.000,00;589.884,51;647.166,78;647.166,78
1321.04.0.1.00;REMUNERAÇÃO DOS RECURSOS DO REGIME PRÓPRIO DE PREVIDÊNCIA SO;999.000;1.800 1111;1.800.03 1111;150.000,00;589.884,51;647.166,78;647.166,78
1700.00.0.0.00;TRANSFERÊNCIAS CORRENTES;;;;38.578.452,00;39.002.676,43;35.598.354,87;35.598.354,87
1710.00.0.0.00;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;;;;25.649.137,00;26.160.268,00;24.451.438,04;24.451.438,04
1711.00.0.0.00;TRANSFERÊNCIAS DECORRENTES DE PARTICIPAÇÃO NA RECEITA DA UNI;;;;14.829.823,00;13.440.298,63;13.440.298,63;13.440.298,63
1711.51.1.1.00;COTA-PARTE DO FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS - COTA ME;;;;14.000.150,00;12.389.623,33;12.389.623,33;12.389.623,33
1711.51.1.1.00;COTA-PARTE DO FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS - COTA ME;999.000;1.500 0;1.500.00 9999;14.000.150,00;12.389.623,33;12.389.623,33;12.389.623,33
1711.51.2.1.00;COTA-PARTE DO FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS - COTAS E;;;;829.523,00;1.049.677,42;1.049.677,42;1.049.677,42
1711.51.2.1.00;COTA-PARTE DO FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS - COTAS E;999.000;1.500 0;1.500.00 9999;829.523,00;1.049.677,42;1.049.677,42;1.049.677,42
1711.52.0.1.00;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL;;;;150,00;997,88;997,88;997,88
1711.52.0.1.00;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL;999.000;1.500 0;1.500.00 9999;150,00;997,88;997,88;997,88
1712.00.0.0.00;TRANSFERÊNCIAS DAS COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO;;;;280.000,00;255.125,15;255.125,15;255.125,15
1712.52.4.1.00;COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO – FEP - PRINCIPAL;;;;280.000,00;255.125,15;255.125,15;255.125,15
1712.52.4.1.00;COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO – FEP - PRINCIPAL;999.000;1.704 0;1.704.00 9999;280.000,00;255.125,15;255.125,15;255.125,15
1713.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS ;;;;4.267.015,00;4.491.320,96;3.452.407,29;3.452.407,29
1713.50.1.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;;;;3.243.400,00;3.456.726,74;3.231.436,07;3.231.436,07
1713.50.1.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;999.000;1.600 0;1.600.02 9999;2.641.400,00;2.585.549,24;1.463.714,57;1.463.714,57
1713.50.1.1.01;TRANSFERêNCIAS DE REC. BLOCO DE MANUT. AT.BÁSICA - COVID 19;999.000;1.602 0;1.602.02 9999;22.000,00;22.000,00;0,00;0,00
1713.50.1.1.02;TRANSF. DE RECURSOS DO BL. DE MANUT. DA ATENÇÃO BÁSICA - ACS;999.000;1.604 0;1.604.02 9999;580.000,00;580.000,00;398.544,00;398.544,00
1713.50.1.1.03;TRANSFERÊNCIAS DE RECURSOS DO PISO DA ENFERMAGEM;999.000;1.605 0;1.605.02 9999;0,00;269.177,50;269.177,50;269.177,50
1713.50.1.1.04;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS EMENDA;999.000;1.600 3110;1.600.02 7000;0,00;0,00;500.000,00;500.000,00
1713.50.1.1.05;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO EMENDA BAN;999.000;1.600 3120;1.600.02 3120;0,00;0,00;600.000,00;600.000,00
1713.50.3.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;;;;140.500,00;151.479,22;151.479,22;151.479,22
1713.50.3.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;999.000;1.600 0;1.600.02 9999;140.500,00;151.479,22;56.475,22;56.475,22
1713.50.3.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;999.000;1.604 0;1.604.02 9999;0,00;0,00;95.004,00;95.004,00
1713.50.4.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;;;;70.500,00;70.500,00;69.492,00;69.492,00
1713.50.4.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;999.000;1.600 0;1.600.02 9999;70.500,00;70.500,00;69.492,00;69.492,00
1713.50.9.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;;;;812.615,00;812.615,00;0,00;0,00
1713.50.9.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES;999.000;1.600 0;1.600.02 9999;812.615,00;812.615,00;0,00;0,00
1714.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIME;;;;1.096.112,00;801.591,48;801.591,48;801.591,48
1714.50.0.1.00;TRANSFERÊNCIAS DO SALÁRIO-EDUCAÇÃO - PRINCIPAL;;;;231.572,00;115.909,83;115.909,83;115.909,83
1714.50.0.1.00;TRANSFERÊNCIAS DO SALÁRIO-EDUCAÇÃO - PRINCIPAL;999.000;1.550 0;1.550.01 9999;231.572,00;115.909,83;115.909,83;115.909,83
1714.52.0.1.00;TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃ;;;;317.870,00;307.149,80;307.149,80;307.149,80
1714.52.0.1.00;TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃ;999.000;1.552 0;1.552.01 9999;317.870,00;307.149,80;307.149,80;307.149,80
1714.53.0.1.00;TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE APOIO AO T;;;;196.670,00;96.061,29;96.061,29;96.061,29
1714.53.0.1.00;TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE APOIO AO T;999.000;1.553 0;1.553.01 9999;196.670,00;96.061,29;96.061,29;96.061,29
1714.99.0.1.00;OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLV;;;;350.000,00;282.470,56;282.470,56;282.470,56
1714.99.0.1.00;OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLV;999.000;1.569 0;1.569.01 9999;350.000,00;282.470,56;282.470,56;282.470,56
1715.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;;;;3.740.000,00;5.417.741,87;5.036.879,54;5.036.879,54
1715.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;;;;1.180.000,00;2.678.590,03;2.678.590,03;2.678.590,03
1715.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;230.000;1.542 0;1.542.01 9999;1.180.000,00;2.678.590,03;2.678.590,03;2.678.590,03
1715.51.0.1.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;;;;2.560.000,00;2.560.000,00;2.179.137,67;2.179.137,67
1715.51.0.1.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;999.000;1.541 0;1.541.01 9999;2.560.000,00;2.560.000,00;2.179.137,67;2.179.137,67
1715.52.0.1.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;;;;0,00;179.151,84;179.151,84;179.151,84
1715.52.0.1.00;TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUN;999.000;1.543 0;1.543.01 9999;0,00;179.151,84;179.151,84;179.151,84
1716.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA;;;;672.677,00;1.672.677,00;1.383.623,04;1.383.623,04
1716.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA;;;;672.677,00;1.672.677,00;1.383.623,04;1.383.623,04
1716.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA;999.000;1.660 0;1.660.04 9999;672.677,00;672.677,00;383.623,04;383.623,04
1716.50.0.1.01;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA;999.000;1.660 3120;1.660.04 3120;0,00;1.000.000,00;1.000.000,00;1.000.000,00
1717.00.0.0.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES;;;;300.000,00;0,00;0,00;0,00
1717.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDA;;;;300.000,00;0,00;0,00;0,00
1717.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDA;999.000;1.700 0;1.700.05 9999;300.000,00;0,00;0,00;0,00
1719.00.0.0.00;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO E DE SUAS ENTIDAD;;;;463.510,00;81.512,91;81.512,91;81.512,91
1719.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO E DE SUAS ENTIDAD;;;;463.510,00;81.512,91;81.512,91;81.512,91
1719.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO E DE SUAS ENTIDAD;999.000;1.500 0;1.500.00 9999;463.510,00;7.622,91;7.622,91;7.622,91
1719.99.0.1.01;RECURSOS DA LC 195;999.000;1.715 0;1.715.05 9999;0,00;73.890,00;52.590,00;52.590,00
1719.99.0.1.01;RECURSOS DA LC 195;999.000;1.716 0;1.716.05 9999;0,00;0,00;21.300,00;21.300,00
1719.99.0.1.02;OUTRAS TRANSFERÊNCIAS DE RECURSOS DA UNIÃO E DE SUAS ENTIDAD;999.000;1.711 0;1.711.00 9999;0,00;0,00;0,00;0,00
1720.00.0.0.00;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS E;;;;4.324.464,00;4.237.557,43;4.000.976,32;4.000.976,32
1721.00.0.0.00;PARTICIPAÇÃO NA RECEITA DOS ESTADOS E DISTRITO FEDERAL;;;;3.492.865,00;2.734.895,75;2.734.839,08;2.734.839,08
1721.50.0.1.00;COTA-PARTE DO ICMS - PRINCIPAL;;;;2.673.800,00;2.197.148,94;2.197.148,94;2.197.148,94
1721.50.0.1.00;COTA-PARTE DO ICMS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;2.673.800,00;2.197.148,94;2.197.148,94;2.197.148,94
1721.51.0.1.00;COTA-PARTE DO IPVA - PRINCIPAL;;;;788.700,00;535.081,35;535.081,35;535.081,35
1721.51.0.1.00;COTA-PARTE DO IPVA - PRINCIPAL;999.000;1.500 0;1.500.00 9999;788.700,00;535.081,35;535.081,35;535.081,35
1721.52.0.1.00;COTA-PARTE DO IPI - MUNICÍPIOS - PRINCIPAL;;;;365,00;365,00;308,33;308,33
1721.52.0.1.00;COTA-PARTE DO IPI - MUNICÍPIOS - PRINCIPAL;999.000;1.500 0;1.500.00 9999;365,00;365,00;308,33;308,33
1721.53.0.1.00;COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMI;;;;30.000,00;2.300,46;2.300,46;2.300,46
1721.53.0.1.00;COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMI;999.000;1.750 0;1.750.05 9999;30.000,00;2.300,46;2.300,46;2.300,46
1723.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS;;;;705.800,00;1.106.150,08;895.579,59;895.579,59
1723.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS -;;;;705.800,00;1.106.150,08;895.579,59;895.579,59
1723.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS -;999.000;1.621 0;1.621.02 9999;250.000,00;650.350,08;650.350,08;650.350,08
1723.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS -;999.000;1.621 0;1.621.02 9999;455.800,00;455.800,00;245.229,51;245.229,51
1729.00.0.0.00;OUTRAS TRANSFERÊNCIAS DOS ESTADOS E DISTRITO FEDERAL;;;;125.799,00;396.511,60;370.557,65;370.557,65
1729.51.0.1.00;TRANSFERÊNCIAS DE ESTADOS DESTINADAS À ASSISTÊNCIA SOCIAL -;;;;35.000,00;35.000,00;9.046,05;9.046,05
1729.51.0.1.00;TRANSFERÊNCIAS DE ESTADOS DESTINADAS À ASSISTÊNCIA SOCIAL -;999.000;1.661 0;1.661.04 9999;35.000,00;35.000,00;9.046,05;9.046,05
1729.52.0.1.00;TRANSFERÊNCIAS DE RECURSOS DESTINADOS A PROGRAMAS DE EDUCAÇÃ;;;;90.799,00;361.511,60;361.511,60;361.511,60
